,station_id,num_bikes_available,num_docks_available,last_reported
0,492,6,6,1591307230
1,492,6,6,1591307230
2,492,6,6,1591307246
3,492,6,6,1591307262
4,492,8,4,1591287105
5,492,8,4,1591287254
6,492,8,4,1591287358
7,492,8,4,1591287442
8,492,8,4,1591287491
9,492,8,4,1591287543
10,492,8,4,1591306549
11,492,8,4,1591306666
12,492,8,4,1591306666
13,492,8,4,1591306682
14,492,8,4,1591306682
15,492,8,4,1591306682
16,492,8,4,1591306682
17,492,8,4,1591306699
18,492,8,4,1591307314
19,492,8,4,1591307330
20,492,8,4,1591307733
21,492,8,4,1591307866
22,492,8,4,1591307866
23,492,8,4,1591307915
24,492,8,4,1591307932
25,492,8,4,1591307932
26,492,9,3,1591283530
27,492,9,3,1591283546
28,492,9,3,1591283565
29,492,9,3,1591283565
30,492,9,3,1591283683
31,492,9,3,1591283853
32,492,9,3,1591283954
33,492,9,3,1591284127
34,492,9,3,1591284147
35,492,9,3,1591284315
36,492,9,3,1591284349
37,492,9,3,1591284419
38,492,9,3,1591284506
39,492,9,3,1591284593
40,492,9,3,1591284719
41,492,9,3,1591284803
42,492,9,3,1591284886
43,492,9,3,1591285006
44,492,9,3,1591285006
45,492,9,3,1591285073
46,492,9,3,1591285176
47,492,9,3,1591285244
48,492,9,3,1591285361
49,492,9,3,1591285445
50,492,9,3,1591285577
51,492,9,3,1591285681
52,492,9,3,1591285681
53,492,9,3,1591285786
54,492,9,3,1591285989
55,492,9,3,1591286005
56,492,9,3,1591286037
57,492,9,3,1591286126
58,492,9,3,1591286159
59,492,9,3,1591286227
60,492,9,3,1591286396
61,492,9,3,1591286547
62,492,9,3,1591286630
63,492,9,3,1591286681
64,492,9,3,1591286681
65,492,9,3,1591286917
66,492,9,3,1591287626
67,492,9,3,1591287760
68,492,9,3,1591287877
69,492,9,3,1591308034
70,492,9,3,1591308052
71,492,9,3,1591308085
72,492,9,3,1591308506
73,492,9,3,1591308489
74,492,9,3,1591308522
75,492,9,3,1591308522
76,492,9,3,1591308539
77,492,9,3,1591308555
78,492,9,3,1591308572
79,492,9,3,1591309160
80,492,9,3,1591309160
81,492,9,3,1591309160
82,492,9,3,1591309160
83,492,9,3,1591309192
84,492,9,3,1591309192
85,492,9,3,1591309225
86,492,9,3,1591309477
87,492,9,3,1591309477
88,492,9,3,1591309527
89,492,9,3,1591309527
90,492,9,3,1591309662
91,492,9,3,1591309917
92,492,9,3,1591310309
93,492,9,3,1591310326
94,492,9,3,1591310343
95,492,9,3,1591310343
96,492,9,3,1591310412
97,492,9,3,1591310428
98,492,9,3,1591310480
99,492,9,3,1591310685
100,492,9,3,1591310685
101,492,9,3,1591310685
102,492,9,3,1591310685
103,492,9,3,1591310685
104,492,9,3,1591311054
105,492,9,3,1591311054
106,492,9,3,1591311054
107,492,9,3,1591311071
108,492,9,3,1591311208
109,492,9,3,1591311208
110,492,9,3,1591311324
111,492,9,3,1591311439
112,492,9,3,1591311593
113,492,9,3,1591311612
114,492,9,3,1591311941
115,492,9,3,1591311941
116,492,9,3,1591312012
117,492,9,3,1591312029
118,492,9,3,1591312332
119,492,9,3,1591312332
120,492,9,3,1591312332
121,492,9,3,1591312832
122,492,9,3,1591312832
123,492,9,3,1591312832
124,492,9,3,1591312869
125,492,9,3,1591313002
126,492,9,3,1591313019
127,492,9,3,1591313035
128,492,9,3,1591313475
129,492,9,3,1591313527
130,492,9,3,1591313527
131,492,9,3,1591313527
132,492,9,3,1591313693
133,492,9,3,1591313728
134,492,9,3,1591313728
135,492,9,3,1591313937
136,492,9,3,1591313937
137,492,9,3,1591313954
138,492,9,3,1591314074
139,492,9,3,1591314074
140,492,9,3,1591314126
141,492,9,3,1591314158
142,492,9,3,1591314323
143,492,9,3,1591314420
144,492,9,3,1591314469
145,492,9,3,1591314552
146,492,9,3,1591314704
147,492,9,3,1591314722
148,492,9,3,1591314838
149,492,9,3,1591314971
150,492,9,3,1591315004
151,492,9,3,1591315071
152,492,9,3,1591315138
153,492,10,2,1591246196
154,492,10,2,1591246369
155,492,10,2,1591246369
156,492,10,2,1591246388
157,492,10,2,1591246581
158,492,10,2,1591246599
159,492,10,2,1591246599
160,492,10,2,1591246599
161,492,10,2,1591246599
162,492,10,2,1591246599
163,492,10,2,1591246685
164,492,10,2,1591246823
165,492,10,2,1591246823
166,492,10,2,1591246923
167,492,10,2,1591247216
168,492,10,2,1591247252
169,492,10,2,1591247270
170,492,10,2,1591247424
171,492,10,2,1591247477
172,492,10,2,1591247582
173,492,10,2,1591247599
174,492,10,2,1591247599
175,492,10,2,1591247908
176,492,10,2,1591248011
177,492,10,2,1591248011
178,492,10,2,1591248029
179,492,10,2,1591248029
180,492,10,2,1591248080
181,492,10,2,1591248669
182,492,10,2,1591248686
183,492,10,2,1591248686
184,492,10,2,1591248704
185,492,10,2,1591248704
186,492,10,2,1591249128
187,492,10,2,1591249233
188,492,10,2,1591249233
189,492,10,2,1591249305
190,492,10,2,1591249324
191,492,10,2,1591249498
192,492,10,2,1591249583
193,492,10,2,1591249901
194,492,10,2,1591249918
195,492,10,2,1591249971
196,492,10,2,1591249990
197,492,10,2,1591250415
198,492,10,2,1591250415
199,492,10,2,1591250432
200,492,10,2,1591250432
201,492,10,2,1591250432
202,492,10,2,1591250501
203,492,10,2,1591250752
204,492,10,2,1591250875
205,492,10,2,1591251041
206,492,10,2,1591251189
207,492,10,2,1591251205
208,492,10,2,1591251205
209,492,10,2,1591251205
210,492,10,2,1591251205
211,492,10,2,1591251223
212,492,10,2,1591251683
213,492,10,2,1591251683
214,492,10,2,1591251880
215,492,10,2,1591251880
216,492,10,2,1591251880
217,492,10,2,1591280857
218,492,10,2,1591280892
219,492,10,2,1591280892
220,492,10,2,1591280909
221,492,10,2,1591280909
222,492,10,2,1591280909
223,492,10,2,1591280909
224,492,10,2,1591280909
225,492,10,2,1591280909
226,492,10,2,1591280976
227,492,10,2,1591281094
228,492,10,2,1591281229
229,492,10,2,1591281229
230,492,10,2,1591281331
231,492,10,2,1591281397
